ApprovedDate,PooledFundName,FundType,Budget
02-2013,80,2,198019.8
02-2013,80,2,678217.82
02-2013,80,2,492546.0
02-2013,80,2,386139.0
02-2013,80,2,59998.0
02-2013,80,2,198019.8
02-2013,80,2,117593.0
02-2013,80,2,300000.0
02-2013,80,2,553174.26
02-2013,80,2,298242.16
02-2013,80,2,148610.0
02-2013,80,2,138613.86
02-2013,80,2,198020.0
02-2013,80,2,1113584.0
02-2013,80,2,100000.0
02-2014,36,2,723947.62
02-2014,105,2,268140.5
02-2015,49,2,2262927.06
02-2015,49,2,351920.4
02-2017,36,2,430983.61
02-2017,36,2,2932999.63
02-2017,18,2,323266.0
02-2017,36,2,2400135.81
02-2017,36,2,420000.01
02-2017,36,2,326199.89
02-2017,36,2,496166.77
02-2017,36,2,1184905.15
02-2017,87,2,323763.81
02-2017,87,2,446265.6
02-2017,87,2,700008.03
02-2017,87,2,699352.68
02-2017,36,2,685067.43
02-2017,55,2,236666.88
02-2018,88,2,120231.01
02-2018,88,2,279502.23
02-2018,88,2,200000.39
02-2018,27,2,819347.14
02-2018,27,2,1549896.07
02-2018,27,2,1030784.0
02-2018,27,2,962000.0
02-2018,67,2,689428.56
02-2018,67,2,500000.0
02-2019,88,2,111292.52
02-2019,108,2,5946500.0
02-2019,88,2,103677.0
02-2019,88,2,109809.82
02-2019,49,2,3201996.74
02-2019,67,2,302674.71
02-2019,67,2,799381.9
02-2019,67,2,794074.64
02-2019,49,2,2499999.64
02-2020,1,2,4995976.23
,36,2,416783.4
,74,2,600871.84
,108,2,200971.68
,108,2,200676.0
,22,2,249997.9
,108,2,147627.1
,108,2,177085.0
,108,2,252598.65
,108,2,743121.69
,22,2,249596.01
,36,2,600000.04
,36,2,544270.39
,36,2,240021.06
,36,2,151883.22
,36,2,988672.31
,87,2,999974.77
,108,2,1745731.55
,87,2,317000.0
,74,2,135513.31
,108,2,116929.6
,108,2,148807.04
,108,2,370185.23
,87,2,199995.16
,49,2,746089.6
,55,2,108955.95
,55,2,1099999.59
,55,2,1018667.82
,55,2,231850.21
,36,2,777574.94
,49,2,174834.82
,49,2,174961.05
,49,2,349638.02
,49,2,349820.1
,108,2,419112.15
,108,2,998642.26
,49,2,599465.0
,72,2,350000.0
,72,2,825625.01
,74,2,199992.14
,27,2,1200000.0
,1,2,299999.85
,27,2,249005.05
,27,2,1193358.59
,27,2,400000.67
,91,2,249948.79
,91,2,707504.33
,36,2,297502.01
,36,2,629912.26
,36,2,250000.0
,36,2,197753.24
,87,2,330200.0
,87,2,484790.0
,87,2,1002105.74
,91,2,699806.75
,105,2,1500069.38
,105,2,121372.0
,105,2,1999168.42
,91,2,984394.0
,91,2,750000.0
,91,2,357373.46
,73,2,369062.26
,73,2,230000.0
,73,2,299999.11
,49,2,410073.87
,91,2,582865.38
,72,2,594650.0
,27,2,399491.09
,91,2,2000000.0
,27,2,1162045.33
,98,2,309011.52
,98,2,478730.68
,36,2,1501391.14
,74,2,364195.04000000004
,73,2,235005.14
,18,2,280374.61
,36,2,408550.92
,49,2,259889.42
,87,2,500001.07
,87,2,229892.5
,1,2,979758.29
,1,2,842059.0
,49,2,195168.0
,49,2,466866.95
,49,2,252199.0
,49,2,1966702.83
,88,2,249999.98
,80,2,206060.01
,67,2,280454.09
,80,2,446942.94
,91,2,335729.62
,80,2,250000.0
,98,2,213000.0
,72,2,250000.2
,72,2,230000.52
,1,2,293209.39
,1,2,450000.06
,1,2,502985.47
,1,2,470498.26
,1,2,299995.79
,1,2,400006.41
,1,2,519999.89
,1,2,499272.48
,1,2,400000.0
,1,2,225000.04
,1,2,355645.21
,27,2,1299333.6
,87,2,218861.0
,87,2,199992.34
,67,2,299827.88
,49,2,460000.0
,1,2,233753.26
,91,2,299998.58
,108,2,320895.14
,108,2,434243.06
,108,2,499163.98
,108,2,300391.8
,36,2,400427.48
,36,2,166999.86
,105,2,1422143.85
,105,2,1313299.7
,105,2,1334201.77
,105,2,699922.2
,91,2,1209000.49
,91,2,1199999.95
,91,2,428473.3
,49,2,1014586.49
,49,2,555000.12
,49,2,196516.14
,49,2,517000.25
,49,2,1665000.0
,49,2,478000.0
,49,2,219955.62
,49,2,452000.1
,49,2,599518.86
,49,2,299688.12
,80,2,324104.01
,105,2,285500.0
,105,2,807269.24
,91,2,499786.73
,91,2,599171.11
,91,2,299992.03
,91,2,629992.46
,27,2,1190000.0
,27,2,510000.52
,87,2,212879.0
,55,2,242331.27
,55,2,289453.87
,55,2,456824.58
,49,2,750000.0
,49,2,730000.0
,108,2,7213211.86
,108,2,554360.24
,108,2,446579.63
,36,2,250063.48
,36,2,2058492.22
,91,2,372912.02
,73,2,385896.62
,73,2,300000.39
,73,2,318750.0
,73,2,263114.31
,1,2,400000.0
,27,2,499986.07
,27,2,300000.05
,36,2,780256.96
,36,2,430024.12
,98,2,500001.48
,98,2,500000.0
,98,2,484712.57
,98,2,500000.0
,27,2,500000.0
,27,2,459720.0
,108,2,403968.76
,108,2,495191.08
,108,2,551278.42
,108,2,499985.87
,108,2,253653.61
,108,2,464914.68
,1,2,3489029.79
,49,2,999084.68
,49,2,599994.67
,49,2,518000.0
,49,2,489630.75
,49,2,341409.93
,49,2,279999.9
,49,2,744273.69
,49,2,499030.88
,49,2,148901.2
,49,2,1076774.07
,49,2,399918.06
,87,2,299603.05
,87,2,549999.67
,87,2,850000.4
,55,2,250857.81
,51,2,249618.16
,49,2,640943.76
,73,2,299995.9
,36,2,140000.0
,36,2,404941.25
,36,2,170000.89
,87,2,300000.0
,49,2,451810.16
,49,2,1136000.38
,49,2,716499.93
,49,2,400011.76
,18,2,371423.75
,55,2,437795.94
,55,2,770056.0
,55,2,1134371.67
,55,2,365231.0
,27,2,199570.19
,27,2,986000.61
,27,2,334000.0
,27,2,1020096.27
,27,2,125000.61
,27,2,410000.46
,27,2,143000.15
,27,2,500000.79
,27,2,275998.76
,27,2,630000.0
,27,2,755528.14
,36,2,999841.03
,51,2,374448.44
,36,2,559627.31
,36,2,250094.74
,36,2,319965.91
,36,2,430000.09
,1,2,259999.3
,1,2,345020.97
,87,2,444298.0
,105,2,294297.39
,105,2,800000.0
,105,2,444299.99
,105,2,344223.07
,105,2,593537.1
,27,2,2064180.48
,1,2,699999.72
,1,2,800000.18
,105,2,497970.15
,105,2,1000000.01
,105,2,348145.9
,105,2,968506.35
,27,2,1620422.66
,27,2,582560.32
,27,2,1115092.38
,1,2,319346.81
,1,2,309987.03
,1,2,408901.57
,1,2,450662.6
,1,2,316995.26
,1,2,798716.69
03-2013,80,2,488930.69
03-2013,74,2,499926.47
03-2013,87,2,1408167.5
03-2013,80,2,399120.0
03-2013,80,2,400000.0
03-2013,80,2,290291.0
03-2013,80,2,447901.0
03-2013,80,2,544583.0
03-2013,80,2,636700.0
03-2013,80,2,1000000.0
03-2013,80,2,664199.96
03-2013,80,2,358537.0
03-2013,80,2,370000.0
03-2013,80,2,439252.0
03-2013,80,2,396040.0
03-2013,80,2,322428.0
03-2013,80,2,300000.0
03-2013,80,2,344198.0
03-2013,80,2,212641.0
03-2013,80,2,394733.7
03-2013,80,2,351485.0
03-2013,80,2,400000.0
03-2013,80,2,243857.43
03-2013,80,2,403583.0
03-2016,18,2,120000.0
03-2016,18,2,600000.02
03-2016,18,2,500000.3
03-2016,18,2,249997.42
03-2016,18,2,170000.0
03-2017,27,2,300000.18
03-2019,88,2,500000.0
03-2019,88,2,179999.68
03-2019,88,2,238154.54
03-2019,88,2,412002.18
03-2019,88,2,230006.13
03-2019,88,2,1235008.95
03-2019,88,2,320582.52
03-2019,88,2,238158.97
03-2019,67,2,300130.77
,105,2,120461.67
,87,2,300000.0
,22,2,500000.42000000004
,105,2,299826.31
,73,2,109878.3
,1,2,349988.65
,49,2,899999.93
,36,2,606309.56
,1,2,342645.42
,1,2,366480.01
,1,2,316917.09
,1,2,499649.34
,80,2,76941.34
,80,2,79209.96
,22,2,147973.85
,22,2,149998.7
,22,2,150000.0
,49,2,1729735.62
,49,2,693417.04
,87,2,386997.92
,49,2,282680.42
,49,2,106855.55
,36,2,637194.57
,36,2,502061.12
,36,2,650219.69
,27,2,2400000.0
,27,2,1498816.45
,91,2,600000.0
,91,2,847493.5
,91,2,499996.66
,91,2,978232.99
,91,2,598857.64
,108,2,812783.77
,108,2,235820.63
,87,2,363615.37
,91,2,554124.0
,73,2,400000.0
,73,2,430000.0
,73,2,439993.39
,73,2,941270.93
,91,2,764327.94
,91,2,1997320.85
,91,2,500000.0
,80,2,2406644.33
,80,2,674953.08
,80,2,674930.47
,80,2,2325000.01
,80,2,805000.18
,80,2,1274510.06
,27,2,432244.83
,27,2,1497459.65
,27,2,629062.74
,1,2,248930.78
,1,2,499987.46
,1,2,246594.34
,1,2,225000.28
,1,2,385014.68
,1,2,726203.18
,1,2,388739.43
,1,2,373623.26
,1,2,619844.32
,1,2,499839.03
,87,2,110159.0
,67,2,316366.04
,105,2,350121.18
,49,2,450000.0
,88,2,444008.27
,88,2,900000.97
,88,2,100044.43
,88,2,300000.0
,88,2,200000.09
,88,2,50008.88
,88,2,400000.0
,88,2,300000.18
,88,2,75000.15
,88,2,100000.0
,88,2,247660.06
,88,2,100000.49
,88,2,200746.98
,88,2,199999.05
,88,2,204750.0
,88,2,200005.2
,88,2,300000.02
,88,2,100385.55
,88,2,444000.0
,88,2,179963.3
,88,2,162533.0
,88,2,300000.18
,88,2,200000.0
,88,2,80001.76
,88,2,250000.14
,88,2,199892.26
,88,2,650000.17
,88,2,150000.09
,88,2,118000.67
,88,2,204749.85
,88,2,304732.37
,88,2,207489.05
,88,2,278737.14
,88,2,200000.0
,88,2,230620.0
,88,2,280000.28
,88,2,300000.04
,88,2,355573.09
,88,2,227947.45
,88,2,413667.94
,88,2,169986.0
,88,2,150362.56
,88,2,365999.92
,88,2,298003.04
,88,2,243759.38
,88,2,197753.12
,88,2,150000.0
,88,2,205033.4
,88,2,129373.7
,88,2,125500.3
,88,2,405444.4
,88,2,360000.43
,88,2,315881.93
,88,2,100000.07
,22,2,150000.0
,80,2,106251.0
,80,2,510287.28
,88,2,154750.25
,88,2,299979.42
,88,2,255669.99
,88,2,404265.75
,88,2,426382.37
,88,2,385000.06
,88,2,510000.01
,49,2,382488.71
,88,2,314991.59
,49,2,801969.8
,88,2,1300000.0
,88,2,1200000.0
,88,2,1699994.07
,88,2,320000.0
,88,2,1700014.29
,88,2,600000.0
,88,2,149833.0
,49,2,821254.59
,88,2,369267.7
,49,2,547711.6
,88,2,700000.05
,51,2,399999.02
,36,2,449995.99
,36,2,224563.58
,36,2,399994.65
,108,2,930995.71
,91,2,315000.0
,88,2,524999.35
,88,2,443874.52
,88,2,467000.11
,91,2,899993.48
,73,2,331593.0
,73,2,505243.29
04-2013,80,2,297000.0
04-2013,80,2,301982.0
04-2013,80,2,367583.52
04-2013,80,2,185065.0
04-2013,74,2,249684.0
04-2013,87,2,197010.0
04-2016,51,2,400000.0
04-2016,1,2,867487.87
04-2016,1,2,2482549.65
04-2016,1,2,983859.65
04-2019,98,2,215349.01
04-2021,1,2,400000.0
04-2021,1,2,693454.16
04-2021,1,2,383609.68
04-2021,1,2,358838.09
05-2015,55,2,199704.0
05-2015,55,2,50728.7
05-2015,55,2,81183.04
05-2015,55,2,72582.38
05-2015,67,2,123136.67
05-2016,1,2,251903.68
05-2016,1,2,250845.02
05-2016,1,2,500978.45
05-2016,1,2,613329.21
05-2016,1,2,201514.91
05-2016,1,2,503256.14
05-2016,1,2,385559.67
05-2016,1,2,438365.56
05-2016,1,2,205618.69
05-2016,1,2,362895.38
05-2016,1,2,339300.4
05-2016,1,2,160834.52
05-2016,1,2,435513.75
05-2016,36,2,653862.08
05-2016,36,2,1000000.69
05-2016,36,2,463232.18
05-2016,1,2,451864.0
05-2016,1,2,483225.12
05-2016,1,2,656447.46
05-2016,1,2,487754.29
05-2016,1,2,476007.05
05-2016,1,2,260000.0
05-2016,1,2,373582.37
05-2016,1,2,337321.93
05-2016,1,2,258678.92
05-2016,1,2,747885.72
05-2016,1,2,795370.61
05-2016,1,2,254167.8
05-2016,1,2,354798.09
05-2016,1,2,463757.83
05-2017,36,2,1700000.23
05-2017,36,2,159999.0
05-2017,51,2,339213.54
05-2018,88,2,200000.0
05-2018,67,2,292695.94
05-2018,67,2,318898.86
05-2020,98,2,216050.0
05-2020,74,2,477000.0
05-2020,72,2,987637.23
05-2020,72,2,660000.07
05-2020,72,2,350001.0
05-2020,72,2,249000.0
05-2020,72,2,1518991.58
05-2020,72,2,120009.89
05-2020,72,2,250042.43
05-2020,91,2,251045.54
05-2020,91,2,940000.0
05-2020,73,2,393150.1
05-2020,80,2,348694.38
05-2020,80,2,438907.54
05-2021,27,2,830000.0
05-2021,27,2,450000.05
05-2021,88,2,600000.49
05-2021,88,2,1346064.16
05-2021,88,2,627226.0
06-2015,36,2,385535.55
06-2016,1,2,455811.9
06-2016,1,2,348924.86
06-2016,1,2,446072.3
06-2016,18,2,99750.0
06-2016,18,2,99750.0
06-2017,49,2,620000.8
06-2017,49,2,132627.72
06-2017,36,2,249999.87
06-2020,72,2,100011.66
06-2020,72,2,488799.78
06-2020,18,2,160037.55
06-2020,72,2,465000.0
06-2020,72,2,405051.45
06-2020,72,2,400000.0
06-2020,72,2,481000.0
06-2020,72,2,700000.0
06-2020,72,2,109996.4
06-2020,72,2,298051.69
06-2021,98,2,500456.59
06-2021,36,2,400003.16
06-2021,36,2,256443.51
06-2021,36,2,220000.01
06-2021,36,2,170000.33
06-2021,36,2,160000.02
06-2021,27,2,1100000.0
06-2021,27,2,1186937.03
06-2021,1,2,572715.09
06-2021,1,2,444999.79
06-2021,105,2,1835014.9
07-2012,87,2,400000.0
07-2013,74,2,1197677.76
07-2014,80,2,2358051.0999999996
07-2014,80,2,393723.92000000004
07-2014,80,2,214636.65
07-2015,55,2,149955.15
07-2015,55,2,199875.79
07-2015,55,2,119999.96
07-2015,22,2,246950.49
07-2015,36,2,335437.11
07-2015,49,2,635005.12
07-2015,49,2,169948.1
07-2015,49,2,1500009.46
07-2015,49,2,1946651.0
07-2015,55,2,126368.09
07-2015,55,2,100000.0
07-2015,55,2,200372.12
07-2015,51,2,250000.0
07-2015,55,2,173197.67
07-2015,55,2,150000.82
07-2016,67,2,144304.48
07-2016,67,2,127902.45
07-2016,49,2,1000000.0
07-2016,49,2,249378.74
07-2019,49,2,1366567.88
07-2019,49,2,1225990.09
07-2019,49,2,1000000.0
07-2019,49,2,749990.22
07-2019,49,2,433000.54
07-2019,88,2,125000.86
07-2021,27,2,1362843.86
08-2014,87,2,1000000.0
08-2015,87,2,299991.15
08-2015,87,2,347890.92
08-2015,87,2,399642.18
08-2015,87,2,397953.77
08-2015,87,2,397111.41
08-2015,87,2,399537.24
08-2015,87,2,147281.23
08-2015,67,2,180000.03
08-2015,49,2,929463.63
08-2015,55,2,295438.45
08-2015,55,2,291981.6
08-2018,36,2,400113.66
08-2018,105,2,449817.33
08-2018,105,2,999963.15
08-2018,105,2,934966.0
08-2018,105,2,914999.8
08-2018,105,2,726829.6
08-2018,1,2,258877.69
08-2018,105,2,1033941.96
08-2018,105,2,800000.48
08-2018,105,2,986390.2
08-2018,105,2,594814.07
08-2018,105,2,691859.32
08-2018,105,2,950047.65
08-2018,105,2,987176.35
08-2018,105,2,696854.2
08-2018,105,2,1384165.61
08-2018,88,2,99999.99
08-2018,88,2,200000.01
08-2018,88,2,178165.76
08-2019,88,2,199305.48
08-2019,49,2,520200.0
08-2019,74,2,477517.1
08-2020,72,2,140000.0
08-2020,72,2,139069.2
08-2020,72,2,124000.96
08-2020,72,2,259638.05
08-2020,72,2,249599.39
08-2020,27,2,400000.24
08-2020,91,2,995808.05
08-2020,91,2,756480.25
08-2020,91,2,750000.0
08-2020,91,2,504097.54
08-2020,91,2,700000.0
08-2020,91,2,376351.1
08-2020,80,2,500004.24
08-2021,36,2,245000.01
09-2013,87,2,1445444.14
09-2014,36,2,1130290.6800000002
09-2014,74,2,750034.4700000001
09-2014,105,2,200001.08
09-2015,87,2,200000.0
09-2015,87,2,198143.67
09-2016,80,2,394341.63
09-2017,36,2,250023.38
09-2017,36,2,450000.46
09-2017,36,2,249938.68
09-2017,36,2,250000.05
09-2017,36,2,1000000.0
09-2017,36,2,350000.0
09-2017,36,2,752259.09
09-2017,36,2,1000000.0
09-2018,105,2,2558957.78
09-2018,105,2,2000000.0
09-2018,105,2,600005.6
09-2018,105,2,567461.66
09-2018,105,2,991841.85
09-2018,105,2,309251.4
09-2018,105,2,1263619.32
09-2018,105,2,664004.23
09-2018,105,2,3000028.55
09-2018,105,2,1600242.78
09-2018,105,2,899206.6
09-2018,105,2,1199648.43
09-2018,105,2,1499999.83
09-2018,105,2,957425.06
09-2019,49,2,1500000.54
09-2019,49,2,220631.18
09-2020,27,2,650683.05
09-2020,27,2,1345414.77
01-2011,87,2,1610742.0
01-2012,87,2,332770.0
01-2013,36,2,358421.77
01-2013,105,2,488300.0
01-2013,87,2,1000000.0
01-2015,1,2,1100628.12
01-2015,1,2,1550015.9300000002
01-2016,80,2,500011.0
01-2016,80,2,1097596.37
01-2016,108,2,251630.83
01-2016,80,2,402337.28
01-2016,49,2,299903.1
01-2016,49,2,198257.1
01-2016,49,2,267494.65
01-2016,49,2,1081000.3
01-2016,22,2,159651.49
01-2016,22,2,130000.0
01-2016,55,2,309966.0
01-2016,49,2,270520.61
01-2016,49,2,2650666.25
01-2016,36,2,446807.23
01-2016,55,2,169344.62
01-2016,55,2,1189495.21
01-2017,1,2,2501675.52
01-2017,49,2,551636.01
01-2017,49,2,225000.0
01-2017,87,2,199999.98
01-2017,49,2,950000.0
01-2017,49,2,408056.14
01-2017,51,2,383007.36
01-2018,105,2,999932.92
01-2018,105,2,2799681.74
01-2018,105,2,2247919.65
01-2018,105,2,819228.38
01-2018,36,2,372987.37
01-2019,51,2,40320.81
01-2019,73,2,240027.84
01-2019,73,2,388627.8
01-2021,98,2,1069282.03
01-2021,36,2,575772.23
01-2021,36,2,350000.25
01-2021,36,2,464413.23
01-2021,36,2,249999.1
01-2021,36,2,364055.12
01-2021,36,2,397012.41
01-2021,98,2,315000.0
10-2015,87,2,399905.21
10-2015,87,2,850000.0
10-2015,87,2,191316.0
10-2015,87,2,699970.61
10-2015,87,2,649979.2
10-2015,1,2,500005.77
10-2015,87,2,300000.16
10-2015,108,2,398836.08
10-2015,87,2,299807.43
10-2015,87,2,300000.18
10-2015,87,2,1749999.95
10-2015,87,2,350000.0
10-2015,87,2,1497066.0699999998
10-2015,87,2,1649832.75
10-2015,87,2,1124949.84
10-2015,87,2,1749999.42
10-2016,22,2,120000.95
10-2016,49,2,500000.0
10-2016,49,2,5399999.97
10-2016,108,2,658426.34
10-2016,108,2,554200.5
10-2016,1,2,400722.42
10-2016,108,2,385258.85
10-2020,27,2,699994.81
10-2020,27,2,699995.51
10-2020,27,2,538802.21
10-2021,36,2,448920.05
10-2021,36,2,900000.01
10-2021,36,2,300000.02
10-2021,36,2,726175.95
10-2021,36,2,400004.59
11-2013,74,2,69671.0
11-2013,87,2,139999.87
11-2014,105,2,175512.1
11-2014,73,2,248216.04
11-2015,108,2,149556.04
11-2015,108,2,1963798.78
11-2015,108,2,2411255.7
11-2015,108,2,446998.92
11-2015,108,2,307298.05
11-2015,108,2,283405.55
11-2015,108,2,1770051.47
11-2015,105,2,444287.54
11-2015,105,2,444283.26
11-2015,105,2,599309.81
11-2016,108,2,270462.83
11-2016,108,2,298192.95
11-2016,108,2,532500.0
11-2016,108,2,343312.19
11-2019,1,2,183049.47
11-2019,1,2,615129.1
11-2019,1,2,1332000.0
11-2019,1,2,660290.24
11-2019,1,2,1095245.15
11-2019,1,2,411651.84
11-2019,91,2,399437.44
11-2019,91,2,420724.0
11-2020,87,2,449999.99
11-2020,87,2,129979.86
11-2020,27,2,1500000.11
11-2020,1,2,449914.67
11-2021,88,2,747297.07
11-2021,88,2,300000.12
12-2011,87,2,742995.0
12-2014,87,2,150000.0
12-2014,87,2,231126.85
12-2014,87,2,150000.0
12-2014,87,2,150000.0
12-2015,80,2,299950.96
12-2018,91,2,275400.88
12-2018,73,2,398307.49
12-2018,73,2,284923.47
12-2018,73,2,383338.72
12-2018,73,2,340635.76
12-2019,27,2,173832.2
12-2019,91,2,574084.18
12-2019,91,2,650000.0
12-2019,73,2,417793.38
12-2019,73,2,365745.0
12-2019,73,2,408157.99
12-2019,73,2,318789.81
12-2020,27,2,600000.0
12-2021,36,2,320000.0
12-2021,36,2,350000.01
12-2021,36,2,300000.0
12-2021,36,2,1437302.83
12-2021,80,2,375000.0
12-2021,80,2,699258.91
12-2021,1,2,790028.64
,55,2,70035.12
,49,2,329340.65
,18,2,1928821.74
,36,2,1029745.32
,87,2,599874.1
,80,2,249998.01
,80,2,399666.4
,80,2,228703.94
,27,2,809831.01
,27,2,250348.83
,73,2,325805.98
,91,2,528528.15
,87,2,399295.48
,49,2,911740.95
,49,2,1000000.01
,108,2,376702.16
,108,2,719578.67
,80,2,111999.15
,80,2,320257.42
,1,2,1500000.15
,27,2,1091831.69
,27,2,235126.08
,27,2,248994.14
,27,2,180000.75
,27,2,436826.43
,73,2,571583.57
,73,2,384467.05
,73,2,298375.58
,108,2,441276.56
,108,2,592227.88
,108,2,363963.6
,91,2,187586.62
,91,2,396627.6
,49,2,527590.89
,49,2,971526.13
,74,2,499998.0
,73,2,248677.06
,73,2,793946.9
,36,2,1450712.41
,87,2,699975.07
,18,2,119999.97
,18,2,300000.39
,18,2,300003.56
,18,2,521753.55
,18,2,250000.15
,18,2,649999.53
,80,2,750010.72
,80,2,687036.95
,80,2,579496.36
,80,2,622792.43
,105,2,540626.61
,1,2,1746042.2
,80,2,394999.99
,80,2,270132.67
,80,2,126638.14
,105,2,470575.3
,105,2,851647.42
,105,2,3000003.73
,36,2,500000.05
,36,2,320000.0
,27,2,700000.0
,27,2,899938.78
,27,2,800000.0
,27,2,444000.0
,98,2,485408.67
,36,2,397767.89
,74,2,103454.02
,105,2,239551.6
,80,2,1446039.6
,80,2,336818.8
,80,2,148499.95
,67,2,449224.52
,105,2,999975.73
,105,2,2001608.34
,88,2,1572382.12
,88,2,1105003.04
,27,2,477377.11
,27,2,2773468.01
,27,2,1254877.77
,27,2,2723793.31
,108,2,990204.22
,108,2,2001897.24
,105,2,699555.49
,105,2,399845.63
,105,2,3458047.4
,105,2,548749.5
,105,2,397740.4
,87,2,220000.99
,87,2,119991.9
,87,2,650785.5
,87,2,764059.97
,74,2,246538.7
,105,2,606926.75
,73,2,237968.0
,36,2,738356.71
,108,2,4139930.58
,105,2,400414.33
,105,2,406634.73
,105,2,400000.21
,51,2,295704.81
,87,2,250038.67
,91,2,700000.0
,73,2,356117.4
,80,2,312438.74
,80,2,459623.1
,80,2,679006.72
,1,2,350325.89
,1,2,544404.05
,1,2,406096.02
,1,2,1000000.0
,71,2,482844.99
,88,2,1000000.6
,88,2,3377592.02
,88,2,899477.43
,91,2,270025.2
,105,2,202048.1
,73,2,500000.0
,91,2,685000.03
,80,2,200000.85
,87,2,490219.97
,27,2,1218908.74
,27,2,555000.0
,27,2,1519850.19
,27,2,700000.18
,27,2,300000.0
,51,2,300000.0
,51,2,299999.89
,51,2,300000.0
,51,2,299097.42
,51,2,330674.58
02-2015,1,2,498057.86
02-2015,1,2,737754.94
02-2015,1,2,495793.49
02-2015,1,2,192652.43
02-2015,1,2,740000.42
02-2016,49,2,890809.36
02-2016,87,2,514490.25
02-2016,87,2,199133.3
02-2016,87,2,400001.78
02-2016,87,2,349371.15
02-2016,87,2,292895.26
02-2018,91,2,977951.2
02-2018,91,2,335821.0
02-2018,91,2,792938.06
02-2018,91,2,399999.98
02-2018,73,2,240429.73
02-2020,27,2,324176.62
02-2020,73,2,349999.99
,87,2,250000.0
,87,2,150000.0
,87,2,160758.08
,87,2,250000.0
,87,2,250000.0
,91,2,537699.61
,108,2,246237.71
,108,2,269825.11
,108,2,253057.14
,108,2,253486.21
,105,2,800312.92
,105,2,999175.42
,105,2,1299247.5
,87,2,199999.33
,73,2,428780.03
,91,2,403558.38
,108,2,250007.55
,51,2,400000.0
,51,2,398930.88
,51,2,392473.82
,1,2,161848.85
,18,2,85000.8
,80,2,199983.0
,80,2,707809.23
,80,2,2069531.24
,1,2,345000.18
,1,2,734460.63
,1,2,363842.8
,87,2,400000.0
,27,2,450000.01
,27,2,1086991.6
,87,2,646000.0
,87,2,250000.04
,80,2,335000.01
,22,2,150000.0
,1,2,408000.0
,1,2,230014.53
,1,2,229999.98
,1,2,1435000.01
,1,2,355999.19
,1,2,1437800.25
,87,2,982731.0
,51,2,299063.16
,105,2,1000421.43
,108,2,259967.2
,108,2,250000.26
,108,2,257163.8
,108,2,246640.18
,108,2,361405.88
,108,2,250024.76
,18,2,200309.0
,18,2,330539.0
,18,2,520000.0
,18,2,350000.0
,1,2,1172759.25
,1,2,282041.0
,73,2,319892.7
,73,2,270869.09
,1,2,357069.7
,1,2,740000.03
,1,2,562728.41
,71,2,473304.52
,71,2,299999.11
,71,2,598641.58
,71,2,427238.16
,71,2,693974.09
,71,2,899999.9
,71,2,599999.78
,98,2,345656.43
,36,2,315286.2
,36,2,321764.9
,36,2,490002.84
,71,2,250000.15
,71,2,599997.36
,71,2,762800.0
,87,2,118440.0
,87,2,640766.0
,67,2,165015.72
,108,2,2008313.5
,51,2,400000.0
,51,2,322133.0
,108,2,220000.39
,88,2,728307.48
,88,2,400000.0
,88,2,500000.02
,88,2,339269.91
,36,2,600310.63
,36,2,660138.02
,88,2,459785.45
,88,2,301973.55
,88,2,444864.0
,88,2,378730.83
,88,2,300000.18
,88,2,699909.04
,91,2,744998.2
,91,2,288974.9
,91,2,355582.4
,91,2,249990.31
,91,2,499994.95
,87,2,250000.0
,87,2,249999.08
,87,2,292023.05
,87,2,200000.0
,87,2,300000.28
,105,2,550000.0
,18,2,50000.03
,91,2,603993.6
,51,2,155136.09
,51,2,399999.99
,18,2,1000004.88
,67,2,149998.82
,18,2,711978.0
,18,2,198116.92
,36,2,236944.1
,80,2,1592009.24
,80,2,1200000.0
,18,2,200000.12
,80,2,152002.06
,80,2,535999.32
,51,2,250000.0
,51,2,300000.0
,27,2,1171448.34
,27,2,730012.45
,98,2,173408.7
,87,2,10865063.0
,80,2,98712.95
,80,2,400034.99
,80,2,672929.74
,80,2,1842466.9500000002
,80,2,1065865.4200000002
,80,2,398076.91000000003
,80,2,330739.05
,80,2,1307584.65
,80,2,956444.08
,80,2,971427.93
,80,2,461211.19
,80,2,3722437.7800000003
,80,2,1563068.79
,80,2,376197.72
,80,2,250684.95
,80,2,193465.48
,80,2,756776.09
,80,2,681712.58
,80,2,257424.18
,80,2,691678.95
,80,2,1104663.96
,80,2,724313.1099999999
,80,2,195947.7
,80,2,227722.68
,80,2,1955876.4000000001
,80,2,699763.79
,80,2,400632.61
,80,2,198466.26
,80,2,396040.5
,80,2,392373.28
,80,2,200036.93
,80,2,814737.59
,80,2,609642.98
,80,2,249998.01
,80,2,3634134.2400000007
,80,2,185056.46
,80,2,1000000.0
,80,2,2173326.73
,80,2,3699205.2
,80,2,2879686.94
,80,2,1500000.0
,18,2,250005.5
,36,2,299998.19
,18,2,373002.47
,18,2,767281.14
,18,2,150000.09
,108,2,339393.3
,1,2,8758844.05
,80,2,400000.0
,80,2,199999.98
,18,2,2791576.68
,80,2,99486.4
,18,2,949987.4
,80,2,201337.42
,80,2,180000.0
,80,2,327874.52
,27,2,650000.0
,27,2,585800.0
,87,2,1094979.0
,87,2,1000000.0
,73,2,248400.5
,87,2,500070.0
,87,2,243000.0
,87,2,300000.0
,105,2,493408.03
,105,2,1475958.0
,51,2,384659.7
,51,2,399635.58
,51,2,400000.02
